Programming,System
Programming,python
Programming,java
Mathematics,Calculus
Mathematics,Geometry
Mathematics,Algebra
Animal,Elephant
Animal,Shark
Animal,dog
Animal,cat
Animal,octopus
Animal,zebra
Animal,whale
Animal,cheetah
Animal,axolotl
Food,taquito
Food,Pizza
Food,chicken
Food,rice
Food,beans
Food,banana
Music,Piano
Art,watercolor
Art,sketch
Art,paint
Art,pencil
Art,pastel
Device,phone
Device,computer
Device,tablet
Countries,Spain
